Bank reference,Narrative,Customer reference,TRN type,Value date,Credit amount,Debit amount,Time,Post date,Balance
25192024,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"43,560.59",,10:55,26/12/2024,"38,267,424.53"
24593093,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"30,136.80",,10:55,26/12/2024,"38,223,863.94"
24879609,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"2,761.20",,10:55,26/12/2024,"38,193,727.14"
24792487,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"48,739.80",,10:55,26/12/2024,"38,190,965.94"
24277267,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"5,787.75",,10:55,26/12/2024,"38,142,226.14"
24277265,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"5,402.70",,10:55,26/12/2024,"38,136,438.39"
24277259,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"2,254.00",,10:55,26/12/2024,"38,131,035.69"
25117419,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"43,138.50",,10:55,26/12/2024,"38,128,781.69"
YRTI-40420,LP IPSP2400M4S5W تنظيم المعا رض المحدودة SA9205000068202002300000 Alinma bank RIYADH 20241226SAINMAINMA6BXXX11053253100 26DEC24 10:54:03,NONREF,Transfer,26/12/2024,"12,481.52",,10:54,26/12/2024,"38,085,643.19"
24840016,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"18,062.40",,10:53,26/12/2024,"38,073,161.67"
20782717,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"6,470.47",,10:53,26/12/2024,"38,055,099.27"
24277263,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"5,402.70",,10:53,26/12/2024,"38,048,628.80"
24277261,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"5,402.70",,10:53,26/12/2024,"38,043,226.10"
20782716,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"43,136.50",,10:40,26/12/2024,"38,037,823.40"
24277266,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"38,585.00",,10:40,26/12/2024,"37,994,686.90"
24277264,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"36,018.00",,10:40,26/12/2024,"37,956,101.90"
24277262,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"36,018.00",,10:40,26/12/2024,"37,920,083.90"
24277260,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"36,018.00",,10:40,26/12/2024,"37,884,065.90"
24277258,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"15,026.66",,10:40,26/12/2024,"37,848,047.90"
NCBK82424361ALWF,ركة أدكس للمقاولات والصيانة والتشغ لمقاولات والصيانة والتشغ Operating Expenses TFR+ Operational Maintenance NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000,NONREF,Transfer,26/12/2024,"27,945.00",,10:24,26/12/2024,"37,833,021.24"
5.00003E+11,RAPCO FOR CONTRACTING AND INDUSTRIA TFR+ AL RAJHI BANKING AND INV T CORP HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 SA5880000183608010171444 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"113,677.50",,9:50,26/12/2024,"37,805,076.24"
EPHR981243615DBI,SAUDI HEALTH SCIENCES COMPANY SAUDI HEALTH SCIENCES CO سيبسسيب TFR+ BANQUE SAUDI FRANSI HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 SA5655000000096751900190,NONREF,Transfer,26/12/2024,"24,777.90",,9:49,26/12/2024,"37,691,398.74"
ALMARAI COMPANY,INV241011248621 TFR+,1.00015E+13,Transfer,26/12/2024,"5,175.00",,9:22,26/12/2024,"37,666,620.84"
NCBK82424360AYSG,شركة دراية المالية مساهمه مقفله TFR+ فواتير خدمات NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 29447022000104 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"890,148.26",,8:17,26/12/2024,"37,661,445.84"
LP CPM4055WN,"CHARGES SAR 7.00 756271Z002O7 CORP OPS DIV RIYADH TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",INTER CO 197,Charges,26/12/2024,,-8.05,8:13,26/12/2024,"36,771,297.58"
LP CPM4055WN,INTEGRATED MOBILE TELECOM CO. LTD 756271Z002O7 BANQUE SAUDI FRANSI CORP OPS DIV RIYADH EX Rate : SAR 1.0000000 BANQUE SAUDI FRANSI TRF TO:SAUDI ARABIA,INTER CO 197,Transfer,26/12/2024,,"-11,000,000.00",8:13,26/12/2024,"36,771,305.63"
NCBK82424360BCBS,INNOVATION SA TFR+ Service/Utility Bills Oct24 - Dec24 Invoice Payment NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 58900001291705,NONREF,Transfer,26/12/2024,"75,382.50",,7:55,26/12/2024,"47,771,305.63"
ECOF41225H001499,FRASER SUITES RIYADH مصاريف تشغيلية TFR+ Three months BANK AL-JAZIRA HEAD OFFICE JEDDAH EX Rate : SAR 1.0000000 SA8660000000302594736002 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"69,000.00",,4:59,26/12/2024,"47,695,923.13"
FT24358476873909,MILLENNIUM COPTHORNE MIDDLE EST HOL MILLENNIUM COPTHORNE MID SETTLEMENT OF BILLS TFR+ TT2929 ITC SALAM BANK AL BILAD BANK AL BILAD EX Rate : SAR 1.0000000,NONREF,Transfer,26/12/2024,"129,375.00",,4:47,26/12/2024,"47,626,923.13"
NCBK82424360BAOB,زمزم بولمان المدينة مصاريف تشغيل TFR+ فواتير خدمات NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 33460872000107 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"30,360.00",,4:46,26/12/2024,"47,497,548.13"
HEAD41224AQ76622,ON DIGITAL COMPUTER SOLUTION CO. ON DIGITAL COMPUTER SOLU ITC SERVICES PAYMENT TFR+ AHLI UNITED BANK BSC AHLI UNITED BANK (BAHRAI N) BSC EX Rate : SAR 1.0000000,NONREF,Transfer,25/12/2024,"30,000.00",,18:53,25/12/2024,"47,467,188.13"
24969538,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,25/12/2024,"64,536.00",,15:23,25/12/2024,"47,437,188.13"
25066785,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,25/12/2024,"103,052.33",,15:23,25/12/2024,"47,372,652.13"
24969536,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,25/12/2024,"430,240.00",,15:23,25/12/2024,"47,269,599.80"
5.00003E+11,DORA AL OLAYA HOTEL COMPANY DORA AL OLAYA HOTEL COMP /33/Repayment of Loans TFR+ INTB0234676666910033912E4C250649 AL RAJHI BANKING AND INV T CORP HEAD OFFICE RIYADH,NONREF,Transfer,25/12/2024,"20,285.48",,15:22,25/12/2024,"46,839,359.80"
YRTI-35300,LP IPSP2400M0WF4 لسعودية العربية المحدودة SA0510000005516500000110 Saudi National Bank JEDDAH 20241225SANCBKNCBK6B82411520692434 25DEC24 15:21:03,NONREF,Transfer,25/12/2024,"4,674.75",,15:21,25/12/2024,"46,819,074.32"
2.60997E+15,L+T HYDROCARBON SAUDI TFR+ 8600-4860148962-2024,860022541S228029,Transfer,25/12/2024,"7,702.91",,15:08,25/12/2024,"46,814,399.57"
YRTI-33625,LP IPSP2400M0SRX ELECTRONIC WASTE TREATME SA9660000000060675912001 Bank Aljazira JEDDAH 20241225SABJAZBJAZ2BTMS11449909112 25DEC24 14:49:59,NONREF,Transfer,25/12/2024,"15,069.60",,14:49,25/12/2024,"46,806,696.66"
3.29868E+15,L+T HYDROCARBON SAUDI TFR+ 8600-4860149300-2024,860022541S227979,Transfer,25/12/2024,"18,400.00",,14:44,25/12/2024,"46,791,627.06"
4641720006TD,ACE GALLAGHER ARABIA CO TFR+,NONREF,Transfer,25/12/2024,"30,794.33",,14:33,25/12/2024,"46,773,227.06"
25034000,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,25/12/2024,"81,170.40",,13:58,25/12/2024,"46,742,432.73"
25033999,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,25/12/2024,"541,136.00",,13:58,25/12/2024,"46,661,262.33"
24947488,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,25/12/2024,"124,416.00",,13:57,25/12/2024,"46,120,126.33"
24947487,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,25/12/2024,"829,440.00",,13:51,25/12/2024,"45,995,710.33"
NCBK82824360AUKG,عبدالرحمن عواد العنزي TFR+ /PHONBEN/ /TELEBEN/ NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 36000000107402,NONREF,Transfer,25/12/2024,"40,562.00",,13:48,25/12/2024,"45,166,270.33"
NCBK82424360ARPK,شركة نيارة المحدوده TFR+ كامل قيمة بضاعه جاهزة NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 24940240000110 TRF FROM:SAUDI ARABIA,NONREF,Transfer,25/12/2024,"43,125.00",,13:48,25/12/2024,"45,125,708.33"
EBBD-05449,FROM ALKHALIJIAH FOR CON PAYMENT 4 TH Q INVOICE PAYMENT 4 TH Q INVOICES,NONREF,Transfer,25/12/2024,"129,308.00",,13:34,25/12/2024,"45,082,583.33"
NCBK82424360AQXT,شركة صلب ستيل للتجارة Operating Expenses TFR+ Operational Maintenance 5th Installment as agreed NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 95400006246409,NONREF,Transfer,25/12/2024,"26,277.77",,13:14,25/12/2024,"44,953,275.33"
P133599231EBPLUS,ALINMA MEDICAL SERVICES COMPANIES FOR TO IMPORTE TFR+ARAB NATIONAL BANK RIYADH BRANCHEX Rate : SAR 1.0000000 0108050581580146TRF FROM:SAUDI ARABIA 8244 ق الدااري الشرقي الف,NONREF,Transfer,25/12/2024,"75,127.20",,13:07,25/12/2024,"44,926,997.56"
P133599301EBPLUS,ALINMA MEDICAL SERVICES COMPANIES FOR OTHER PURP TFR+ 1-10-2024 4 202-10 -30م الى فاتورة انترنت من ARAB NATIONAL BANK RIYADH BRANCH EX Rate : SAR 1.0000000 0108050581580298,NONREF,Transfer,25/12/2024,"18,781.80",,13:07,25/12/2024,"44,851,870.36"
100171S017MH,DEVELOPED SUPPLIES COMPA TFR+,2.0191E+11,Transfer,25/12/2024,"30,642.90",,12:21,25/12/2024,"44,833,088.56"
1604FT243608JPWQ,لشركة السعودية للأنظمة الالكترونية TFR+ لات المتكاملة SETTLEMENT OF BILL ALINMA BANK ALINMA BANK EX Rate : SAR 1.0000000 SA1805000068202138416000,NONREF,Transfer,25/12/2024,"55,900.00",,11:58,25/12/2024,"44,802,445.66"
NCBK82424360AMLK,GLOBAL TECH EST. شراء بضاعة TFR+ قيمة دفعة لبضاعة جاهزة NATIONAL COMMERCIAL BAN NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 98400002766300 TRF FROM:SAUDI ARABIA,NONREF,Transfer,25/12/2024,"90,631.50",,10:58,25/12/2024,"44,746,545.66"
946683600951256M,ركة سفراء الايواء الفندقية شركة شخ TFR+ O2 and Q3 and Q4 CY Payment RIYAD BANK HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 SA4320000002972827129941,NONREF,Transfer,25/12/2024,"372,600.00",,10:57,25/12/2024,"44,655,914.16"
1604FT243592K1FF,LUXURY HOTELS INTERNATIONAL L.L.C LUXURY HOTELS INTERNATIO 23173487262409304 APRIL TFR+ IMPORT GOODS ALINMA BANK ALINMA BANK EX Rate : SAR 1.0000000,NONREF,Transfer,25/12/2024,"579,600.00",,10:23,25/12/2024,"44,283,314.16"
1604FT243594Q9VM,LUXURY HOTELS INTERNATIONAL L.L.C LUXURY HOTELS INTERNATIO 23173487262409305 JAN AN TFR+ IMPORT GOODS ALINMA BANK ALINMA BANK EX Rate : SAR 1.0000000,NONREF,Transfer,25/12/2024,"316,250.00",,10:22,25/12/2024,"43,703,714.16"
1604FT24359WPNPR,FAS FIRST FOR HOTELS CO. 23173504683427600 TFR+ SETTLEMENT OF BILL ALINMA BANK ALINMA BANK EX Rate : SAR 1.0000000 SA1405000068200860036000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,25/12/2024,"34,672.50",,10:22,25/12/2024,"43,387,464.16"
NCBK82424359AMCL,ركه الشبكات للاتصالات وتقنية المعل TFR+ Service/Utility Bills NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 22348230000102 TRF FROM:SAUDI ARABIA,NONREF,Transfer,25/12/2024,"150,000.00",,10:06,25/12/2024,"43,352,791.66"
4.35468E+15,AL WAFI ALTAKAMUL TFR+,4.19551E+15,Transfer,25/12/2024,"7,507.20",,22:40,25/12/2024,"43,202,791.66"
XE34-00045,DC ADVISING COMM TRANSFER CHARGE ILC-0842-24-6948 -00,NONREF,Transfer,24/12/2024,,-287.5,16:22,24/12/2024,"43,195,284.46"
23843383,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"262,386.00",,16:06,24/12/2024,"43,195,571.96"
24876892,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"405,200.00",,16:05,24/12/2024,"42,933,185.96"
9007997Z7NE5,BUPA VENDOR PAYMENTS TFR+,130000856,Transfer,24/12/2024,"1,662,420.57",,15:30,24/12/2024,"42,527,985.96"
5.00003E+11,INTERNATIONAL DIGITAL LEADERSHIP CO INTERNATIONAL DIGITAL LE INTB0218704705005553337E TFR+ AL RAJHI BANKING AND INV T CORP HEAD OFFICE RIYADH EX Rate : SAR 1.0000000,NONREF,Transfer,24/12/2024,"89,010.00",,14:47,24/12/2024,"40,865,565.39"
25047827,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"271,136.63",,14:33,24/12/2024,"40,776,555.39"
24220965,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"51,998.88",,14:33,24/12/2024,"40,505,418.76"
24947292,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"26,122.50",,14:33,24/12/2024,"40,453,419.88"
24947290,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"26,122.50",,14:33,24/12/2024,"40,427,297.38"
25047826,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"1,446,062.00",,14:32,24/12/2024,"40,401,174.88"
24220964,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"346,659.20",,14:32,24/12/2024,"38,955,112.88"
24947291,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"174,150.00",,14:32,24/12/2024,"38,608,453.68"
24947289,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"174,150.00",,14:32,24/12/2024,"38,434,303.68"
23843384,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"39,357.90",,14:12,24/12/2024,"38,260,153.68"
YRTI-22918,LP IPSP2400LXBJQ INTERNATIONAL DIGITAL LE SA0580000500608015553337 Alrajhi Bank RIYADH 20241224SARJHIRJHI6BOPF11409947914 24DEC24 14:09:45,NONREF,Transfer,24/12/2024,"12,834.00",,14:09,24/12/2024,"38,220,795.78"
037871Y008DU,SELA COMPANY TFR+,12/12/2024,Transfer,24/12/2024,"7,302.86",,13:34,24/12/2024,"38,207,961.78"
YRTI-20963,LP IPSP2400LX78I NATIONAL SHIPPING AGENCI SA3665000000202444133001 The Saudi Investment Ban k RIYADH 20241224SASIBCSIBC6BCIB11329512234 24DEC24 13:29:32,NONREF,Transfer,24/12/2024,"3,118.80",,13:29,24/12/2024,"38,200,658.92"
24951679,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"11,874.24",,13:23,24/12/2024,"38,197,540.12"
24561076,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"28,362.72",,13:23,24/12/2024,"38,185,665.88"
24876893,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"60,780.00",,13:23,24/12/2024,"38,157,303.16"
24876887,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"117,279.03",,13:23,24/12/2024,"38,096,523.16"
24951678,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"237,484.86",,13:21,24/12/2024,"37,979,244.13"
24561075,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"189,084.80",,13:21,24/12/2024,"37,741,759.27"
24876886,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"781,860.22",,13:21,24/12/2024,"37,552,674.47"
900185LQDE11,SAUDI COMPANY FOR ARTIFI TFR+,856,Transfer,24/12/2024,"226,685.70",,13:21,24/12/2024,"36,770,814.25"
NCBK9812435906PQ,"NEOM Company Operating Expenses TFR+ NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 19500000007210 TRF FROM:SAUDI ARABIA ALKHURAYBAH ST,ALKHURAYBA DIST,4964",NONREF,Transfer,24/12/2024,"658,382.95",,13:13,24/12/2024,"36,544,128.55"
197571T01XMS,SAUDI CINEMA COMPANY LLC TFR+,2400000910,Transfer,24/12/2024,"672,591.30",,13:01,24/12/2024,"35,885,745.60"
1604FT243591WDQ3,لمعهد العالي النسااي للسياحة والضي لي النسااي للسياحة والضي 23173503332167300 PAYMEN TFR+ COUNT HTMI SETTLEMENT OF BILL ALINMA BANK ALINMA BANK,NONREF,Transfer,24/12/2024,"36,800.00",,13:00,24/12/2024,"35,213,154.30"
1604FT24359F1JFY,لمعهد العالي النسااي للسياحة والضي لي النسااي للسياحة والضي 23173503344808500 PAYMEN TFR+ COUNT MENA CO SETTLEMENT OF BILL ALINMA BANK ALINMA BANK,NONREF,Transfer,24/12/2024,"57,500.00",,13:00,24/12/2024,"35,176,354.30"
1604FT24359GGPB5,ZONE CONNECT CO 23173503258684100 SET IN TFR+ 4837 SETTLEMENT OF BILL ALINMA BANK ALINMA BANK EX Rate : SAR 1.0000000 SA1205000068204724931002,NONREF,Transfer,24/12/2024,"20,780.50",,12:45,24/12/2024,"35,118,854.30"
200GBCS243590676,ARBN TRDG SUPY (R) TFR+ GULF INTERNATIONAL BANK BSC RIYADH EX Rate : SAR 1.0000000 SA1990000339788999261001 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"202,339.17",,12:34,24/12/2024,"35,098,073.80"
22323574,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"31,030.40",,12:25,24/12/2024,"34,895,734.63"
NCBK9812435905W8,Sadad Collection Account for Enfor- Sadad Collection Account 401014502103472 TFR+ NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 79453142895607,NONREF,Transfer,24/12/2024,"1,500.00",,12:18,24/12/2024,"34,864,704.23"
NCBK9812435905WO,Sadad Collection Account for Enfor- Sadad Collection Account 401014502105006 TFR+ NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 79453143299209,NONREF,Transfer,24/12/2024,"1,500.00",,12:18,24/12/2024,"34,863,204.23"
22323575,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"4,654.56",,12:17,24/12/2024,"34,861,704.23"
NCBK82824359ANLJ,رياض ملهي العريفي Operating Expenses TFR+ /PHONBEN/ /TELEBEN/ NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 13550848000109,NONREF,Transfer,24/12/2024,"25,000.00",,11:50,24/12/2024,"34,857,049.67"
V241224111132789,401014602290890 :تنفيذ قضااى 401014602290890 :ذ قضااى /99/16810722 TFR+ AL RAJHI BANKING AND INV T CORP HEAD OFFICE RIYADH EX Rate : SAR 1.0000000,NONREF,Transfer,24/12/2024,0.22,,11:47,24/12/2024,"34,832,049.67"
YRTI-16148,LP IPSP2400LWV6S world hotel hospitality SA2080000139608016214615 Alrajhi Bank RIYADH 20241224SARJHIRJHI6BOPF11146668851 24DEC24 11:46:38,NONREF,Transfer,24/12/2024,"9,660.00",,11:46,24/12/2024,"34,832,049.45"
23877353,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"3,830.88",,11:43,24/12/2024,"34,822,389.45"
24724938,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"133,115.40",,11:43,24/12/2024,"34,818,558.57"
25113135,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,24/12/2024,"21,402.45",,11:43,24/12/2024,"34,685,443.17"
